Region,Total_Count,Valid_AQI_Count,Missing_Rate,Mean_AQI,Std_AQI,Exceedance_Rate
Miền Bắc,12726,12053,5.2883859814552885,66.32896374346636,34.336630634769236,15.647556624906661
Miền Nam,5840,5836,0.0684931506849315,40.194653872515424,14.833707609351624,0.4283755997258396
Không xác định,1868,1868,0.0,51.17558886509636,26.49003012880677,6.638115631691649
