location,date,NO2,SO2,CO,O3,CH4,HCHO,AER_AI,AER_LH,CLOUD
Hà Nội: ĐHBK cổng Parabol đường Giải Phóng,2025-01-01,0.00011062033480220118,0.00010479348840305195,0.0660397687163906,0.11149406779060156,1974.745167146803,0.0003257942885577834,-0.6166470977200653,289.3668586454262,
Hà Nội: 556 Nguyễn Văn Cừ,2025-01-01,0.00011258924460061299,7.192018078004002e-05,0.06076277938231452,0.11158747959265225,1962.3385289217115,0.00031876287832439476,-0.6230138406343515,560.5607813157064,
Hà Nội: Công viên Nhân Chính - Khuất Duy Tiến,2025-01-01,0.00010621811884161016,0.00010123389900683046,0.06937816201694566,0.11137766458041619,1976.399783143779,0.00031552222955758414,-0.5931332737297685,328.22744077086526,
HCM: Khu Liên cơ quan Bộ Tài Nguyên và Môi Trường - số 20 Đ. Lý Chính Thắng,2025-01-01,,,0.03733423105673181,0.10679345627170227,,0.00022100086402849296,-1.4053113997816893,,0.888360217842621
HCM: Đ. Lê Hữu Kiều - P. Bình Trưng Tây - Quận 2 (Ngã ba Lê Hữu Kiểu và Trương Văn Bang),2025-01-01,,,0.03509624937483317,0.1063760813449942,,0.00014292706927099676,-1.5455365160144954,,0.7883420015884642
Đà Nẵng: Khuôn viên trường ĐH sư phạm Đà Nẵng,2025-01-01,,,0.03888449192669956,0.10554469581446747,,,-0.9615678511542964,,0.9999999990099153
Thái nguyên: Đường Hùng Vương - Tp Thái Nguyên,2025-01-01,6.769920107549094e-05,8.900789197423264e-05,0.0592276541906933,0.11268519774229595,1957.8880549563257,0.00026473260604018586,-0.770587294066383,178.39974094519062,0
Phú Thọ: đường Hùng Vương - Tp Việt Trì,2025-01-01,7.10211540550452e-05,9.907000330190516e-05,0.05263986013396989,0.11233788516357274,,0.0002175905964614416,-0.9459718100212493,149.88918258290968,0
Bắc Giang: Khu liên cơ quan tỉnh Bắc Giang - P. Ngô Quyền - TP. Bắc Giang,2025-01-01,0.00011383448945218472,0.0003076311625743963,0.05088826612781397,0.1119480821050676,1949.9139166202226,0.00021367144461400324,-0.7671184987104087,309.2789694283444,
Hà Nam: Công Viên Nam Cao - P.Quang Trung - TP. Phủ Lý,2025-01-01,0.00018557650378318069,3.6031335616391816e-05,0.053574434047840055,0.11097666103894423,1958.2962605799648,0.0002446281382030365,-0.8671710727705119,598.2091303234774,0
Long An: UBND Tp Tân An - 76 Hùng Vương - P.2,2025-01-01,,,0.037365942690407605,0.10736769408826916,,,-1.5373096599516682,,0.7346031548505395
"Bình Dương: số 593 Đại lộ Bình Dương, P. Hiệp Thành",2025-01-01,,,0.0351059292344722,0.10633434882622993,,,-1.3056625966302489,,0.9556027613652346
Quảng Bình: Khu kinh tế Hòn La,2025-01-01,,5.428634181492931e-05,0.046046330872622596,0.1084065733989637,,0.00011873608943931438,-1.320542045487419,,0.6918468394099382
Hà Nội: ĐHBK cổng Parabol đường Giải Phóng,2025-01-02,0.00011603380198572225,0.00042697257866460995,0.05253287150981701,0.11100177796164866,,0.0002763855216311033,-0.46473465162652144,,0.49519295443082817
Hà Nội: 556 Nguyễn Văn Cừ,2025-01-02,0.00014540637175421015,0.0003907346366543089,0.05209638233102601,0.11114293961510884,,0.00025878709047786187,-0.4626976388454765,,0.4480166111344744
Hà Nội: Công viên Nhân Chính - Khuất Duy Tiến,2025-01-02,0.0001050953133143346,0.00026553795429638534,0.05152283050062169,0.11091804181306447,,0.0002525497473796163,-0.38454025908855793,,0.6103618973467068
HCM: Khu Liên cơ quan Bộ Tài Nguyên và Môi Trường - số 20 Đ. Lý Chính Thắng,2025-01-02,,,0.03704121744210341,0.10533028556412834,,,-0.9497346538043997,,0.7943619678547027
HCM: Đ. Lê Hữu Kiều - P. Bình Trưng Tây - Quận 2 (Ngã ba Lê Hữu Kiểu và Trương Văn Bang),2025-01-02,,,0.037194193196021366,0.10544764100154586,,,-1.0242139992197228,,0.7687405952461817
Đà Nẵng: Khuôn viên trường ĐH sư phạm Đà Nẵng,2025-01-02,,,0.039484440895252555,0.10756349660645508,,,-0.9312199325767966,,0.999999999121688
Thái nguyên: Đường Hùng Vương - Tp Thái Nguyên,2025-01-02,,,,0.11160902480303406,,,-0.4756918792507203,,0.9281250686167566
Phú Thọ: đường Hùng Vương - Tp Việt Trì,2025-01-02,4.771829813612696e-05,2.400660923832583e-05,0.056250030398865024,0.11168545247334309,,0.00012236240626224446,-0.7559355829068116,,0.32300690385095004
Bắc Giang: Khu liên cơ quan tỉnh Bắc Giang - P. Ngô Quyền - TP. Bắc Giang,2025-01-02,5.361733803180938e-05,0.0001184896897684751,0.05493342200452876,0.11160450500914428,1933.0894799546702,0.00021403983077598334,-0.6411130860356321,134.56143673684917,0.1834613341475158
Hà Nam: Công Viên Nam Cao - P.Quang Trung - TP. Phủ Lý,2025-01-02,0.00010088075434779184,0.00013194274855770006,0.05831111461586947,0.11123733138819238,,0.00023022788734040995,-0.5177616796626374,,0.15126111970647846
Long An: UBND Tp Tân An - 76 Hùng Vương - P.2,2025-01-02,,,0.03071140032970706,0.10585197562720554,,,-0.9488246617186052,,0.9926400498156455
"Bình Dương: số 593 Đại lộ Bình Dương, P. Hiệp Thành",2025-01-02,,,0.03540885661012293,0.10508861132299031,,,-0.8175296443678831,,0.7198662327441949
Quảng Bình: Khu kinh tế Hòn La,2025-01-02,,,,0.1089706406358435,,,-0.9335234781787924,,0.9999999991018832
Hà Nội: ĐHBK cổng Parabol đường Giải Phóng,2025-01-03,7.817342793143425e-05,-6.53512275720634e-06,0.061829797626210506,0.11034351627273356,,0.00023531446169731363,0.7514071698775292,,0.18683255593105982
Hà Nội: 556 Nguyễn Văn Cừ,2025-01-03,6.960989901807523e-05,0.00022466256237269194,0.061391660791816474,0.11074991284359756,,0.00024193059453988923,0.7290789722512149,,0.18319829262538795
Hà Nội: Công viên Nhân Chính - Khuất Duy Tiến,2025-01-03,7.941999817948555e-05,-0.00014625781287112946,0.06215510638463466,0.1103569409324754,,0.0002511162381851382,0.7521704955155235,,0.18519965919125983
HCM: Khu Liên cơ quan Bộ Tài Nguyên và Môi Trường - số 20 Đ. Lý Chính Thắng,2025-01-03,,,0.040337953308510865,0.10873328828217864,,,1.2275664232608232,,0.6846990511942149
HCM: Đ. Lê Hữu Kiều - P. Bình Trưng Tây - Quận 2 (Ngã ba Lê Hữu Kiểu và Trương Văn Bang),2025-01-03,,,0.04034262906728934,0.108400705867146,,,1.0854046775076591,,0.6997494734128789
Đà Nẵng: Khuôn viên trường ĐH sư phạm Đà Nẵng,2025-01-03,,,,0.11029257591349827,,,-0.5731346763242569,,1.0000000003680338
Thái nguyên: Đường Hùng Vương - Tp Thái Nguyên,2025-01-03,5.770985573562256e-05,3.181896309313703e-05,0.06335831225052813,0.11088695236749639,,0.0002709316855948934,0.6127720558812896,,0.19446378962652267
Phú Thọ: đường Hùng Vương - Tp Việt Trì,2025-01-03,7.05966848530169e-05,0.0002714673806522364,0.06234331179014728,0.11119705126832659,,0.00024957725737226777,0.7440393783627574,890.0093245134842,0.2318436662061821
Bắc Giang: Khu liên cơ quan tỉnh Bắc Giang - P. Ngô Quyền - TP. Bắc Giang,2025-01-03,4.036781849869529e-05,7.796159965391017e-05,0.060365634580693946,0.11109493203883435,,0.000299491266211932,0.4857204302647858,761.2157249846122,0.1790547541231253
Hà Nam: Công Viên Nam Cao - P.Quang Trung - TP. Phủ Lý,2025-01-03,0.00010244386933838358,9.205511410899916e-05,0.06534734147845676,0.11009524604426763,,0.00021707953286003107,0.8965402267634022,,
Long An: UBND Tp Tân An - 76 Hùng Vương - P.2,2025-01-03,,,0.043257752176629215,0.10895003737761753,,,0.636865229191959,,0.41959907653427575
"Bình Dương: số 593 Đại lộ Bình Dương, P. Hiệp Thành",2025-01-03,,,0.03963752899984851,0.1082869527462092,,,0.8491489501330036,,0.5644045971865468
Quảng Bình: Khu kinh tế Hòn La,2025-01-03,3.844850627653975e-05,-3.083064775563298e-05,0.04950677911965013,0.10923292687675296,,6.87227975931031e-05,-0.23949518421553745,,0.3072653344109816
Hà Nội: ĐHBK cổng Parabol đường Giải Phóng,2025-01-04,0.00013837504068029102,0.0003272663436333355,0.05960651115845529,0.1129411799660787,,0.00027236873330192124,0.06509395801337073,134.50248951316425,0.20356488519646507
Hà Nội: 556 Nguyễn Văn Cừ,2025-01-04,0.0001457801202270587,0.0003978008915969666,0.058500314245924674,0.11290370523137319,,0.0002646775002887287,0.11095733401129075,,0.215179556379569
Hà Nội: Công viên Nhân Chính - Khuất Duy Tiến,2025-01-04,0.00013435981542478173,0.0002303708844020369,0.06110314537158684,0.11301532636610888,,0.00027133543281295447,0.048607759388958484,134.4309550610255,0.20381051994503868
HCM: Khu Liên cơ quan Bộ Tài Nguyên và Môi Trường - số 20 Đ. Lý Chính Thắng,2025-01-04,5.21935011250066e-05,-6.643230118726011e-05,0.048148737404958196,0.10825803563537356,,0.0002132591004309889,0.13211290167779136,,0.5840933181931447
HCM: Đ. Lê Hữu Kiều - P. Bình Trưng Tây - Quận 2 (Ngã ba Lê Hữu Kiểu và Trương Văn Bang),2025-01-04,5.494102913283262e-05,-0.00011800307015765364,0.048213673520419116,0.10837236313455184,,0.00026745791452657326,-0.045645756130424264,,0.5190862274283148
Đà Nẵng: Khuôn viên trường ĐH sư phạm Đà Nẵng,2025-01-04,,,0.03886367008471089,0.11212349835462802,,,0.128997281111342,,0.7843648210858044
Thái nguyên: Đường Hùng Vương - Tp Thái Nguyên,2025-01-04,7.771868833659138e-05,2.2186667544951232e-05,0.06239907930900718,0.11293772108962492,1937.4907189968446,0.00018913808006980592,-0.03930649680001493,391.7713978426757,
Phú Thọ: đường Hùng Vương - Tp Việt Trì,2025-01-04,0.00011084353801160414,-7.614715731397481e-05,0.07384368123385424,0.11293644697871234,1954.8293503457319,0.00026224179575401566,0.015995960083236463,166.71824732224374,0.0817114308469591
Bắc Giang: Khu liên cơ quan tỉnh Bắc Giang - P. Ngô Quyền - TP. Bắc Giang,2025-01-04,0.00021761562125133686,-4.925441028541861e-05,0.05999750275158317,0.11254128170142395,,0.00013441852895372465,-0.051032871451027875,177.07419732686753,
Hà Nam: Công Viên Nam Cao - P.Quang Trung - TP. Phủ Lý,2025-01-04,0.0001949400076535703,-7.319558820370366e-05,0.05355908573589123,0.11187636644489166,,0.00021872047882039625,0.158686287252432,,0.3144196942353996
Long An: UBND Tp Tân An - 76 Hùng Vương - P.2,2025-01-04,3.120892031952043e-05,1.6764166495508557e-05,0.04301345812298787,0.10912622584121658,,0.0001807085529757703,-0.18187136537747717,127.62890457911335,0.5215607397617882
"Bình Dương: số 593 Đại lộ Bình Dương, P. Hiệp Thành",2025-01-04,5.095227161989241e-05,-2.803903963821178e-05,0.04570257125144675,0.10869874413009124,,-0.0001622754647272166,-0.03563176761213546,,0.375736660937519
Quảng Bình: Khu kinh tế Hòn La,2025-01-04,,,0.03759136120470339,0.11133207750097857,,,-0.12449891952832465,,0.9427105453131268
Hà Nội: ĐHBK cổng Parabol đường Giải Phóng,2025-01-05,9.967089447710825e-05,-1.7550945575613685e-05,0.06920827330751363,0.11339113923944392,,0.0003048740227196953,0.016696963495382702,1144.8696672177743,
Hà Nội: 556 Nguyễn Văn Cừ,2025-01-05,9.708106411839519e-05,1.7051310697437152e-05,0.06946392549587718,0.11315147801956518,1983.2781276624507,0.00031355818095436675,0.03458343814128888,635.9539382896601,
Hà Nội: Công viên Nhân Chính - Khuất Duy Tiến,2025-01-05,9.248362933193027e-05,1.5114332847848068e-06,0.06885517799099465,0.11322557270828743,,0.00034890330127994036,0.0034043814125141922,1221.4217114890926,
HCM: Khu Liên cơ quan Bộ Tài Nguyên và Môi Trường - số 20 Đ. Lý Chính Thắng,2025-01-05,7.030553579881594e-05,0.00013556094686280475,0.04819569534691306,0.1116453532652743,,0.0002990216480712404,-0.16141342805711761,,0.36557207007872966
HCM: Đ. Lê Hữu Kiều - P. Bình Trưng Tây - Quận 2 (Ngã ba Lê Hữu Kiểu và Trương Văn Bang),2025-01-05,5.651626379214405e-05,5.214187153765013e-05,0.04485913883820822,0.11153744533584023,,0.00026977914047041,-0.30412275861402405,140.02101173734226,0.34577418279220007
Đà Nẵng: Khuôn viên trường ĐH sư phạm Đà Nẵng,2025-01-05,1.8726567756380738e-05,2.5648278227015448e-05,0.04974199112083334,0.11352942922069002,,3.0835145014700415e-05,-0.6314104789584,,0.11579014605768179
Thái nguyên: Đường Hùng Vương - Tp Thái Nguyên,2025-01-05,6.252933211869127e-05,0.00012467140172384446,0.06506534151601125,0.11350401074951802,1947.9107477872867,0.0002704311970524517,-0.1467217190635222,,
Phú Thọ: đường Hùng Vương - Tp Việt Trì,2025-01-05,6.142696671700753e-05,2.1193399342013584e-05,0.06585260435370426,0.11338749015397058,1953.679519592329,0.00030441146022929384,-0.2275011320188069,173.525674041971,
Bắc Giang: Khu liên cơ quan tỉnh Bắc Giang - P. Ngô Quyền - TP. Bắc Giang,2025-01-05,5.6102418435464466e-05,3.9425412744117356e-05,0.06875879156343573,0.113041616516187,1965.5599906099103,0.00026967223161258213,0.035144136639580145,207.45408643152325,
Hà Nam: Công Viên Nam Cao - P.Quang Trung - TP. Phủ Lý,2025-01-05,9.011535124492345e-05,-7.638172021290764e-06,0.06418444058829471,0.11295663543209958,1976.4898211250515,0.00029444509529384937,-0.16648279036679658,394.9139994704432,
Long An: UBND Tp Tân An - 76 Hùng Vương - P.2,2025-01-05,4.250066261679415e-05,-6.112093525126082e-05,0.04972000418001623,0.1116289041203172,,0.00021965172994551813,-0.9464708346563907,977.73127743284,0.1610901037460756
"Bình Dương: số 593 Đại lộ Bình Dương, P. Hiệp Thành",2025-01-05,4.8836538569051435e-05,-0.00010752056168246203,0.04660425343794754,0.11105762792336932,,0.00017733126581526333,-0.3463147293389087,,0.22874635663274895
Quảng Bình: Khu kinh tế Hòn La,2025-01-05,5.801430207805986e-05,5.549421848120221e-05,0.04597564642028308,0.1133773455392226,,0.0001314535264631509,-1.021300315204122,,0.3750078622320108
Hà Nội: ĐHBK cổng Parabol đường Giải Phóng,2025-01-06,0.00018773740187254454,0.00013221730207371648,0.0752120043301206,0.11280375356942503,1975.8038893054045,0.00022561864788588976,-0.42870881682160294,896.0593229879541,
Hà Nội: 556 Nguyễn Văn Cừ,2025-01-06,0.0002277117110394871,0.0002133003957463716,0.07368304855147158,0.11292036115901115,1980.1901779441587,0.00021743711839273573,-0.42243432054186597,623.3931602300522,
Hà Nội: Công viên Nhân Chính - Khuất Duy Tiến,2025-01-06,0.000158537488990901,9.056091829879711e-05,0.07502810805844069,0.11278557977843463,1973.0206316193041,0.0002198250006633244,-0.42680732373084856,927.9759653069215,
HCM: Khu Liên cơ quan Bộ Tài Nguyên và Môi Trường - số 20 Đ. Lý Chính Thắng,2025-01-06,7.221037857499477e-05,-9.206224696475728e-05,0.04626851212037863,0.1120287462890581,,0.0003065953739540158,-0.8157217187044173,,0.45485245072705877
HCM: Đ. Lê Hữu Kiều - P. Bình Trưng Tây - Quận 2 (Ngã ba Lê Hữu Kiểu và Trương Văn Bang),2025-01-06,6.430605958156365e-05,-5.453511222704969e-05,0.043949823837835966,0.11224916902128376,,0.00026717712473501166,-1.0393660573064765,134.43038921862305,0.33918658076664976
Đà Nẵng: Khuôn viên trường ĐH sư phạm Đà Nẵng,2025-01-06,2.4788068295636735e-05,1.994662164631161e-05,0.04744170034910766,0.11296188634846385,,0.00013666737481126241,-1.2039672095295144,289.8546134996793,0.3663367062076052
Thái nguyên: Đường Hùng Vương - Tp Thái Nguyên,2025-01-06,8.41825095555961e-05,0.00020176169421256271,0.07960856996048174,0.11395565604167196,1965.8419214353805,0.00026075063048592917,-0.5631886835846506,268.1184518748449,
Phú Thọ: đường Hùng Vương - Tp Việt Trì,2025-01-06,8.738453449352015e-05,2.7206524675044164e-05,0.0672133739118133,0.11404814134532362,1948.7678291981447,0.00034302760366252067,-0.5757423578538021,186.59345158065085,
Bắc Giang: Khu liên cơ quan tỉnh Bắc Giang - P. Ngô Quyền - TP. Bắc Giang,2025-01-06,8.36883549402247e-05,5.7821193327784175e-05,0.0634396386206986,0.11346447174467722,1971.2573439240841,0.00020810204749230427,-0.44458610265105214,257.71595940044426,
Hà Nam: Công Viên Nam Cao - P.Quang Trung - TP. Phủ Lý,2025-01-06,0.000189937369013027,1.8515933870478502e-06,0.06632173600664827,0.11299272768231915,1981.6471901766358,0.00020048667137774885,-0.610103419067855,361.79493261852144,0.22184984004713393
Long An: UBND Tp Tân An - 76 Hùng Vương - P.2,2025-01-06,3.681784289589955e-05,2.1358375783515848e-05,0.03982278102655099,0.11212674884725199,,0.00020238320302701706,-1.3920248198609708,127.06501016095308,0.2571496817134046
"Bình Dương: số 593 Đại lộ Bình Dương, P. Hiệp Thành",2025-01-06,4.759472361594574e-05,5.594177608359408e-05,0.04193238886612686,0.1125065887856319,,0.00026939478335037193,-0.9490762245284117,,0.27495229852012665
Quảng Bình: Khu kinh tế Hòn La,2025-01-06,7.219142364586947e-05,3.2567051206002636e-05,0.04957377364258306,0.11199644664346298,,7.451584304447913e-05,-1.2674123779452933,221.0728698035613,0.19996095427121108
Hà Nội: ĐHBK cổng Parabol đường Giải Phóng,2025-01-07,,,,0.11388412378843894,,,-0.5525511511789505,,0.9994326628574431
Hà Nội: 556 Nguyễn Văn Cừ,2025-01-07,,,,0.1142694501420783,,,-0.6044998291993186,,0.9869836661581728
Hà Nội: Công viên Nhân Chính - Khuất Duy Tiến,2025-01-07,,,,0.11372534079851979,,,-0.49358189893996574,,0.9998984001411138
HCM: Khu Liên cơ quan Bộ Tài Nguyên và Môi Trường - số 20 Đ. Lý Chính Thắng,2025-01-07,,,0.05268276574371394,0.1109593691154818,,0.000421976819931166,-1.0461414261290247,,0.5016953656166994
HCM: Đ. Lê Hữu Kiều - P. Bình Trưng Tây - Quận 2 (Ngã ba Lê Hữu Kiểu và Trương Văn Bang),2025-01-07,,,0.048651507469907755,0.11123748948917267,,0.0002421740778291956,-1.3615193350494466,,0.48759754410133693
Đà Nẵng: Khuôn viên trường ĐH sư phạm Đà Nẵng,2025-01-07,2.486498239210537e-05,-3.616803838906069e-06,0.04349156332668973,0.11139953653497106,,0.00010747973582681606,-1.4741872231882738,223.18813959400555,0.20609903898002097
Thái nguyên: Đường Hùng Vương - Tp Thái Nguyên,2025-01-07,,,,0.11525473888765606,,,-0.8178236693683048,,0.97262728239082
Phú Thọ: đường Hùng Vương - Tp Việt Trì,2025-01-07,0.00012618203841443853,6.57287252987028e-05,0.06341257861537752,0.11435669109585204,,0.0001531256593971247,-0.5302276536195987,,
Bắc Giang: Khu liên cơ quan tỉnh Bắc Giang - P. Ngô Quyền - TP. Bắc Giang,2025-01-07,,,0.04996477273226474,0.11444137601494321,,,-0.9625498187686332,,0.8521326322909996
Hà Nam: Công Viên Nam Cao - P.Quang Trung - TP. Phủ Lý,2025-01-07,,,,0.11290233379297607,,,-0.7086023386007617,,0.9194640982922972
Long An: UBND Tp Tân An - 76 Hùng Vương - P.2,2025-01-07,6.222689767590125e-05,5.604229071813935e-05,0.050299570117581564,0.11174740811591476,,0.00037748449784749357,-1.425128662743598,,0.3200245851846957
"Bình Dương: số 593 Đại lộ Bình Dương, P. Hiệp Thành",2025-01-07,5.463182517978037e-05,-0.00012484064861707555,0.048498125010188464,0.11048814504397467,,0.0004884436371402242,-1.126174918079123,,0.38681144858465905
Quảng Bình: Khu kinh tế Hòn La,2025-01-07,6.415535836818993e-05,-5.269641952726958e-05,0.043755332215858346,0.11033258986460262,,0.0001091743416076554,-1.1110251972536582,,0.31963574716800236
Hà Nội: ĐHBK cổng Parabol đường Giải Phóng,2025-01-08,,,,0.11147162489289696,,,-0.24223163615648957,,0.835254035151433
Hà Nội: 556 Nguyễn Văn Cừ,2025-01-08,,,0.050169288207183874,0.11149092240376834,,,-0.24394236856267076,,0.8236253814740763
Hà Nội: Công viên Nhân Chính - Khuất Duy Tiến,2025-01-08,,,,0.11130149720323833,,,-0.25074114875446163,,0.8281100979903349
HCM: Khu Liên cơ quan Bộ Tài Nguyên và Môi Trường - số 20 Đ. Lý Chính Thắng,2025-01-08,7.707810074569175e-05,8.176856877814137e-05,0.04375997324470524,0.11097644121301692,,0.00033299660832733784,0.6920232918302607,,0.27792625867391396
HCM: Đ. Lê Hữu Kiều - P. Bình Trưng Tây - Quận 2 (Ngã ba Lê Hữu Kiểu và Trương Văn Bang),2025-01-08,7.160478945308641e-05,3.6937039013727133e-05,0.04369505764004232,0.11074166230581017,,0.0003385285187463692,0.5661282108514089,,0.254868498926141
Đà Nẵng: Khuôn viên trường ĐH sư phạm Đà Nẵng,2025-01-08,1.9458464993794136e-05,3.9285122400019944e-05,0.03814218120801969,0.11182658050605904,,4.015079659356202e-05,-2.105666545930075,,0.2207389647309733
Thái nguyên: Đường Hùng Vương - Tp Thái Nguyên,2025-01-08,,,0.04981848566409079,0.11241410056408593,,,-0.048557428767887136,,0.9873826402101686
Phú Thọ: đường Hùng Vương - Tp Việt Trì,2025-01-08,,,0.05669567042487626,0.111790013964331,,,-0.4817173927596693,,0.7455725193702354
Bắc Giang: Khu liên cơ quan tỉnh Bắc Giang - P. Ngô Quyền - TP. Bắc Giang,2025-01-08,,,,0.11199237891540816,,,-0.46327691108188535,,0.7468680186175232
Hà Nam: Công Viên Nam Cao - P.Quang Trung - TP. Phủ Lý,2025-01-08,,,,0.11100142414806566,,,-0.2653992633724689,,0.9998964751269717
Long An: UBND Tp Tân An - 76 Hùng Vương - P.2,2025-01-08,4.005646858975721e-05,9.272219424439662e-05,,0.11109217839117042,,0.00032803574534833705,-0.0791981696065221,,0.24171247461525147
"Bình Dương: số 593 Đại lộ Bình Dương, P. Hiệp Thành",2025-01-08,6.0945184846043914e-05,-0.00014424631881523856,0.04122617049642251,0.11159646531746872,,0.0002073336371801849,0.5628704326102694,,0.15450282436281026
Quảng Bình: Khu kinh tế Hòn La,2025-01-08,,,0.04975486740976981,0.11152953253564678,,,-1.1669012159718184,,0.835531024457407
Hà Nội: ĐHBK cổng Parabol đường Giải Phóng,2025-01-09,,,,0.10743854215775563,,,0.34610445337101686,,0.6865432557531075
Hà Nội: 556 Nguyễn Văn Cừ,2025-01-09,,,,0.10744108434473722,,,0.5168191661131338,,0.7341722025966685
Hà Nội: Công viên Nhân Chính - Khuất Duy Tiến,2025-01-09,,,,0.10759156947851574,,,0.17890870605881204,,0.6506456816888825
HCM: Khu Liên cơ quan Bộ Tài Nguyên và Môi Trường - số 20 Đ. Lý Chính Thắng,2025-01-09,,,,0.11057674884878342,,,0.5682186327725163,,0.5249236544195169
HCM: Đ. Lê Hữu Kiều - P. Bình Trưng Tây - Quận 2 (Ngã ba Lê Hữu Kiểu và Trương Văn Bang),2025-01-09,8.034482423717508e-05,0.0005945471944358417,,0.11081483630651406,,0.00019144048610277966,0.7002513500451987,,0.4508664063683102
Đà Nẵng: Khuôn viên trường ĐH sư phạm Đà Nẵng,2025-01-09,,,,0.10902392952146815,,,0.42686622799345303,,0.9986703579385494
Thái nguyên: Đường Hùng Vương - Tp Thái Nguyên,2025-01-09,,,0.05330761152008875,0.10809786369862513,,,0.22448797300373036,,0.9138296401214764
Phú Thọ: đường Hùng Vương - Tp Việt Trì,2025-01-09,,,0.05559921895309322,0.1088386313259315,,,-0.276326301650436,,0.515017858554678
Bắc Giang: Khu liên cơ quan tỉnh Bắc Giang - P. Ngô Quyền - TP. Bắc Giang,2025-01-09,5.494125805367904e-05,-0.00027709628489609007,0.053640302372847275,0.10787498459253195,,0.0001288027062492488,0.00024349542075777081,,0.5723986011659649
Hà Nam: Công Viên Nam Cao - P.Quang Trung - TP. Phủ Lý,2025-01-09,,,,0.10682219216895393,,,0.06646578843379165,,0.7865481291336655
Long An: UBND Tp Tân An - 76 Hùng Vương - P.2,2025-01-09,3.31525579925748e-05,4.614688368687543e-05,,0.11062831626146638,,0.000374958231558823,0.21910336957569093,,0.3599282991917489
"Bình Dương: số 593 Đại lộ Bình Dương, P. Hiệp Thành",2025-01-09,7.345477029699057e-05,-0.00022092690149408428,,0.11020852288749611,,0.00017885690111717534,0.5600637892473802,,0.41124112227800197
Quảng Bình: Khu kinh tế Hòn La,2025-01-09,,,,0.1092280915912405,,,-0.05372040624098175,,0.9971373036078223
Hà Nội: ĐHBK cổng Parabol đường Giải Phóng,2025-01-10,,,,0.10965369368635103,,,-0.16396860658624893,,0.882253882788859
Hà Nội: 556 Nguyễn Văn Cừ,2025-01-10,,,,0.10954020441513007,,,-0.12342464095592925,,0.8826410762707794
Hà Nội: Công viên Nhân Chính - Khuất Duy Tiến,2025-01-10,,,,0.10972819100569484,,,-0.17493886371450992,,0.9065998306632813
HCM: Khu Liên cơ quan Bộ Tài Nguyên và Môi Trường - số 20 Đ. Lý Chính Thắng,2025-01-10,0.00011438937687845187,0.00011765133815741181,0.050341241899884,0.11194581855953957,,0.000349803075745038,-0.2004848730899706,,0.16364126389835115
HCM: Đ. Lê Hữu Kiều - P. Bình Trưng Tây - Quận 2 (Ngã ba Lê Hữu Kiểu và Trương Văn Bang),2025-01-10,9.066982903972216e-05,9.352834858668574e-05,0.047235171710271216,0.11179063651532403,,0.000315823905935959,-0.3129346958698074,,0.10416579476478988
Đà Nẵng: Khuôn viên trường ĐH sư phạm Đà Nẵng,2025-01-10,,,,0.11432207328230679,,,-0.377436283244071,,0.9993927387634847
Thái nguyên: Đường Hùng Vương - Tp Thái Nguyên,2025-01-10,,,,0.10981757604537615,,,-0.1710697903431714,,0.8959154107831951
Phú Thọ: đường Hùng Vương - Tp Việt Trì,2025-01-10,,,,0.10969803542435999,,,0.035950195354150914,,1.0000000002607472
Bắc Giang: Khu liên cơ quan tỉnh Bắc Giang - P. Ngô Quyền - TP. Bắc Giang,2025-01-10,,,,0.11003661950440945,,,0.09807530942906471,,0.998455883975179
Hà Nam: Công Viên Nam Cao - P.Quang Trung - TP. Phủ Lý,2025-01-10,,,,0.10952931475097857,,,-0.19299414391153163,,0.9063520976320731
Long An: UBND Tp Tân An - 76 Hùng Vương - P.2,2025-01-10,5.1371425415061495e-05,-4.193832075799964e-05,0.04741418578653777,0.11206705704152004,,0.0003900762437948146,-0.6523028075786642,127.08635184960752,0.4482150611266417
"Bình Dương: số 593 Đại lộ Bình Dương, P. Hiệp Thành",2025-01-10,5.4376250519566025e-05,6.37365337090355e-05,0.03824869651811006,0.11170092381668241,,0.00020749254398577245,-0.07025970370022262,695.4859116866032,0.04496300092732789
Quảng Bình: Khu kinh tế Hòn La,2025-01-10,,,,0.11313777059015583,,,-0.34968888960375316,,1.000000001078358
Hà Nội: ĐHBK cổng Parabol đường Giải Phóng,2025-01-11,7.748728147972806e-05,0.00022404591994941417,0.05578574238610632,0.10906345445914016,,6.340636651136775e-05,-0.8823404394904092,,0.44278187698643107
Hà Nội: 556 Nguyễn Văn Cừ,2025-01-11,7.0668807012308e-05,-1.6841592421150653e-05,0.055338827876095294,0.1090958796406585,,8.219691341473588e-05,-0.8353368480492873,,0.3860782821521189
Hà Nội: Công viên Nhân Chính - Khuất Duy Tiến,2025-01-11,7.809683894651869e-05,0.0002306860558415755,0.05486846348600991,0.1090781559783574,,6.222257434882473e-05,-0.948436898080334,,0.4367646282373312
HCM: Khu Liên cơ quan Bộ Tài Nguyên và Môi Trường - số 20 Đ. Lý Chính Thắng,2025-01-11,9.603203307627535e-05,8.034096689726513e-05,0.04707630482498108,0.11097740717007117,,0.0002940674523440986,-0.12038558485253704,,0.06171790254969501
