date,location,NO2,SO2,CO,O3,CH4,HCHO,AER_AI,AER_LH,CLOUD
2025-04-20,"Bình Dương: số 593 Đại lộ Bình Dương, P. Hiệp Thành",5.13981761840066e-05,3.292058621649771e-05,0.03725053855266122,0.11961513082690377,,0.00018339809895184702,0.08603377534685651,,0.2530777736238526
2025-04-20,Quảng Bình: Khu kinh tế Hòn La,2.7834618171848804e-05,7.557711546703671e-05,0.0449411409495677,0.12086571948609211,,0.0003164538891884427,0.31540941768309005,,0.1441492367223989
2025-04-21,Hà Nội: ĐHBK cổng Parabol đường Giải Phóng,3.842910539714561e-05,,0.037680400787897875,0.12741021508360917,,,-0.2567209745692893,,0.6208726604140218
2025-04-21,Hà Nội: 556 Nguyễn Văn Cừ,3.890265163582814e-05,,0.0387284104696361,0.12778026184234778,,,-0.023126022964408514,,0.7327852722900609
2025-04-21,Hà Nội: Công viên Nhân Chính - Khuất Duy Tiến,3.943298987352883e-05,,0.03694358602671874,0.12704061696942553,,,-0.47912095477226346,,0.5332517181779083
2025-04-21,HCM: Khu Liên cơ quan Bộ Tài Nguyên và Môi Trường - số 20 Đ. Lý Chính Thắng,6.535694698596553e-05,-7.800124425347585e-06,0.03563276947377063,0.12056201737122144,,0.00019823821794114695,-0.36758833329407903,776.7252237318489,0.5074593253495033
2025-04-21,HCM: Đ. Lê Hữu Kiều - P. Bình Trưng Tây - Quận 2 (Ngã ba Lê Hữu Kiểu và Trương Văn Bang),6.548575887234031e-05,-7.831427072371125e-05,0.035601509360511055,0.12055999317283614,,0.00021637461282086586,-0.418585172547737,776.7252243769647,0.5374986129202516
2025-04-21,Đà Nẵng: Khuôn viên trường ĐH sư phạm Đà Nẵng,2.7185859544775757e-05,-1.0770670752309513e-05,0.04757807414010095,0.12337243539830692,,0.0002699822236988229,-0.36573557634778125,3052.912268050326,0.08385479390319397
2025-04-21,Thái nguyên: Đường Hùng Vương - Tp Thái Nguyên,,,0.036565948810193837,0.126627955009383,,,0.3118644859489669,,0.9999999988012006
2025-04-21,Phú Thọ: đường Hùng Vương - Tp Việt Trì,,,0.041768121704168784,0.1269789099417154,,,0.025885615532544377,,0.950902191907646
2025-04-21,Bắc Giang: Khu liên cơ quan tỉnh Bắc Giang - P. Ngô Quyền - TP. Bắc Giang,,,0.03774464676728765,0.12670137409104762,,,0.07631039827770626,,0.9831656975526796
2025-04-21,Hà Nam: Công Viên Nam Cao - P.Quang Trung - TP. Phủ Lý,0.00014918497425301657,-5.64443161227328e-05,0.035519567620263696,0.12647487837329574,,0.00014819446673987248,0.10367075801801058,351.40218989312126,0.608579537057245
2025-04-21,Long An: UBND Tp Tân An - 76 Hùng Vương - P.2,3.102586018657166e-05,-3.514030970639852e-05,0.03333088502635209,0.119919240899096,,0.00011312841531413786,-0.5366185754582234,,0.3360179619833555
2025-04-21,"Bình Dương: số 593 Đại lộ Bình Dương, P. Hiệp Thành",8.868524149795706e-05,0.00011896323910800082,0.03649892588102708,0.1208514680718226,,,-0.2816818662772363,,0.621177406135128
2025-04-21,Quảng Bình: Khu kinh tế Hòn La,2.5343436455539297e-05,2.8416375241042835e-06,,0.12353349300576985,,0.00025419948224491385,-0.1281350260720574,,0.3063103743912686
2025-04-22,Hà Nội: ĐHBK cổng Parabol đường Giải Phóng,8.161265035487837e-05,-2.4596320238903913e-05,0.051935669248079144,0.12804661370468204,,0.00026590199649103506,-0.7040085853198896,1989.2162886586273,0.2543969437691574
2025-04-22,Hà Nội: 556 Nguyễn Văn Cừ,8.364454370281996e-05,-3.794989442524135e-05,0.05091372809150232,0.12870026341308707,,0.00027736216946142646,-0.5299665140626613,2251.19118525592,0.35949676331790614
2025-04-22,Hà Nội: Công viên Nhân Chính - Khuất Duy Tiến,8.813301646346459e-05,-1.8394312368802845e-05,0.053130379633050624,0.127444979440934,,0.0002955855052884341,-0.6994803752492736,1580.0691355983745,0.24064052866567484
2025-04-22,HCM: Khu Liên cơ quan Bộ Tài Nguyên và Môi Trường - số 20 Đ. Lý Chính Thắng,5.694889012850822e-05,-8.713664880975484e-05,0.03167438890484134,0.12002902751218263,,9.906641971901287e-05,-0.4931993269459125,3897.417268183291,0.509830853366015
2025-04-22,HCM: Đ. Lê Hữu Kiều - P. Bình Trưng Tây - Quận 2 (Ngã ba Lê Hữu Kiểu và Trương Văn Bang),5.9791784109020345e-05,-7.314880654737908e-05,0.03093661395932082,0.12043793925320424,,8.711017668975317e-05,-0.734678888727671,3897.417233885046,0.6741189307240675
2025-04-22,Đà Nẵng: Khuôn viên trường ĐH sư phạm Đà Nẵng,3.8342457545570604e-05,1.9462463753025095e-05,0.045358780154026515,0.12462451149034154,,0.00022589201530218885,-0.374313434980177,,0.038885695589169045
2025-04-22,Thái nguyên: Đường Hùng Vương - Tp Thái Nguyên,,,0.047374023836411525,0.12780414454411093,,,0.13814734548310728,,0.9069777343857437
2025-04-22,Phú Thọ: đường Hùng Vương - Tp Việt Trì,9.073775146495504e-05,5.933971855774549e-05,0.04820214575281416,0.1265654991414411,,0.0007004577851309941,-0.6306221068848862,,0.7759507933060941
2025-04-22,Bắc Giang: Khu liên cơ quan tỉnh Bắc Giang - P. Ngô Quyền - TP. Bắc Giang,,,0.0441570693414852,0.12661100881599133,,,0.659904732949706,,0.9816566692196489
2025-04-22,Hà Nam: Công Viên Nam Cao - P.Quang Trung - TP. Phủ Lý,0.00029311121589454875,3.3547292481288096e-06,0.04679997163704928,0.1266454407286832,,0.00025744043723543737,-0.5011450911747013,302.46152977402267,0.41341939570836495
2025-04-22,Long An: UBND Tp Tân An - 76 Hùng Vương - P.2,2.124494940026056e-05,-6.670859402651981e-05,0.034025512298944245,0.11985084389287425,,0.0002097878031473198,-0.9263322812370436,7007.0068396102115,0.44679518699741994
2025-04-22,"Bình Dương: số 593 Đại lộ Bình Dương, P. Hiệp Thành",6.341354175533948e-05,-4.154349258156603e-05,0.03418409154610647,0.12035710148384528,,0.0003699627799873854,-0.7382135071410837,,0.46762524278035655
2025-04-22,Quảng Bình: Khu kinh tế Hòn La,4.523917012380703e-05,3.7010944872654585e-05,0.04798851643245833,0.12519188293012226,,0.00031796330813903896,-0.7179326193282813,,0
2025-04-23,Hà Nội: ĐHBK cổng Parabol đường Giải Phóng,0.00014311355288837454,1.2415706740601375e-06,0.05461858734864843,0.13003945945921738,,0.0004216389586488648,-0.8104788864164129,3338.4579890904797,0.15891485613224793
2025-04-23,Hà Nội: 556 Nguyễn Văn Cừ,0.0001376671814568204,-1.7394022330380763e-05,0.05443141173146894,0.13030085874103783,,0.00042687634001937564,-0.8221247522923859,2746.745366440248,0.16888659853291235
2025-04-23,Hà Nội: Công viên Nhân Chính - Khuất Duy Tiến,0.0001527377506811604,1.0087700510548336e-05,0.05511502651517664,0.1298390000953247,,0.00042564993611859904,-0.7956033122887097,3655.157261190038,0.17761690520239676
2025-04-23,HCM: Khu Liên cơ quan Bộ Tài Nguyên và Môi Trường - số 20 Đ. Lý Chính Thắng,5.645529680802191e-05,-1.8528373848791337e-05,0.03214230255965772,0.11784917178465598,,0.00023646870962860348,-0.7111468637251692,1559.5858542800145,0.10651023658654388
2025-04-23,HCM: Đ. Lê Hữu Kiều - P. Bình Trưng Tây - Quận 2 (Ngã ba Lê Hữu Kiểu và Trương Văn Bang),5.185100051529414e-05,-2.9369081835582845e-05,0.03446289770541525,0.1176892368181219,,0.00023190884918732123,-0.9290582627752767,1742.2762562635075,0.2163473906652691
2025-04-23,Đà Nẵng: Khuôn viên trường ĐH sư phạm Đà Nẵng,3.976255691210453e-05,1.9553010764187214e-05,0.046257609763067115,0.12250698519861414,,0.00023262210241897782,-0.32086500506196197,976.3393362863312,0.05088056852313814
2025-04-23,Thái nguyên: Đường Hùng Vương - Tp Thái Nguyên,8.638606881134495e-05,3.49285633988166e-05,0.05941459373252343,0.1312121874912201,,0.00040036713022331276,-1.0540511826058605,,
2025-04-23,Phú Thọ: đường Hùng Vương - Tp Việt Trì,7.651317779332695e-05,7.091491885089169e-05,0.05502766166488609,0.13071169930676618,,0.0005076570868038197,-0.9441593936148569,,0.057017669077860406
2025-04-23,Bắc Giang: Khu liên cơ quan tỉnh Bắc Giang - P. Ngô Quyền - TP. Bắc Giang,0.00014855923283931577,0.00013020719577280438,0.050562000549358346,0.1301363363649472,,0.00040674293123877666,-0.8798168739781256,765.8169944980258,0.0883866854660065
2025-04-23,Hà Nam: Công Viên Nam Cao - P.Quang Trung - TP. Phủ Lý,0.00030496909833700953,-2.1107487834346818e-05,0.05153558157075922,0.12953968453452344,,0.0003868933283073564,-0.9121218623089757,,0.05673437587286603
2025-04-23,Long An: UBND Tp Tân An - 76 Hùng Vương - P.2,3.829755715269247e-05,,0.029371939699657287,0.11777003186279492,,0.0005851996522563452,-1.43454670571467,,0.7052802929317992
2025-04-23,"Bình Dương: số 593 Đại lộ Bình Dương, P. Hiệp Thành",7.453048812230869e-05,-0.00014468159133778963,0.035507657273895606,0.11809970138802421,,0.0002383142458075856,-1.2536001694570502,,0.4538137065182537
2025-04-23,Quảng Bình: Khu kinh tế Hòn La,4.916681888985611e-05,-1.7171214012667487e-06,0.04303056370106248,0.12533691336952912,,0.00029142998565297136,-0.6149969086592998,,0.0930473116301674
2025-04-24,Hà Nội: ĐHBK cổng Parabol đường Giải Phóng,,,0.04896946946513691,0.13189530474405362,,,0.35701843665917926,,0.993755361107826
2025-04-24,Hà Nội: 556 Nguyễn Văn Cừ,,,0.0486771237849537,0.13220432954158542,,,0.38234406702283147,,0.9989351514883168
2025-04-24,Hà Nội: Công viên Nhân Chính - Khuất Duy Tiến,,,0.05119220779410272,0.13190020452380002,,,0.31435317221983,,0.9880469329541995
2025-04-24,HCM: Khu Liên cơ quan Bộ Tài Nguyên và Môi Trường - số 20 Đ. Lý Chính Thắng,7.360581943638586e-05,-9.265735177205838e-06,0.03201928654674078,0.11858571756286346,,0.0004355688317192784,-0.7937691815637394,,0.42592130486514335
2025-04-24,HCM: Đ. Lê Hữu Kiều - P. Bình Trưng Tây - Quận 2 (Ngã ba Lê Hữu Kiểu và Trương Văn Bang),7.097749705637986e-05,1.914353405142666e-05,0.032156511979894255,0.11878871160334482,,0.0004344402900467416,-1.0859276108488587,,0.34712739301442175
2025-04-24,Đà Nẵng: Khuôn viên trường ĐH sư phạm Đà Nẵng,4.005464232454925e-05,7.397984875878979e-07,0.049662606684736176,0.1249223021905721,,0.0003005787981063134,-1.268585531755215,2905.0377277922603,0.11128967524382676
2025-04-24,Thái nguyên: Đường Hùng Vương - Tp Thái Nguyên,,,,0.13299548232465533,,,0.19178469237915494,,0.996367090374479
2025-04-24,Phú Thọ: đường Hùng Vương - Tp Việt Trì,,,0.05316465081381962,0.13409762198887215,,,-0.4826765223711661,,0.7174672510956138
2025-04-24,Bắc Giang: Khu liên cơ quan tỉnh Bắc Giang - P. Ngô Quyền - TP. Bắc Giang,,,0.05274267684527637,0.13281257354229176,,,-0.03628262965351206,,0.9313457686544748
2025-04-24,Hà Nam: Công Viên Nam Cao - P.Quang Trung - TP. Phủ Lý,,,0.05130247058112562,0.13134552509736352,,,-0.09727309685092937,,0.8292594189509045
2025-04-24,Long An: UBND Tp Tân An - 76 Hùng Vương - P.2,,,0.028609898502206046,0.11764665920137146,,0.000271427037654565,-1.0239301504551923,,0.549375439645626
2025-04-24,"Bình Dương: số 593 Đại lộ Bình Dương, P. Hiệp Thành",5.1055975569299564e-05,-0.0001298649185903694,0.036240062989446195,0.11844953910229099,,0.0003861381466275756,-0.9973880173294482,,0.38719326267191523
2025-04-24,Quảng Bình: Khu kinh tế Hòn La,3.893678646715302e-05,-2.8270396482013974e-05,0.04750851825854909,0.12868502171789348,,0.0002928084646627589,-0.7708098264377717,125.83266375272672,0
2025-04-25,Hà Nội: ĐHBK cổng Parabol đường Giải Phóng,,,0.04587728199183411,0.12936280812832174,,,-0.5803210904388669,,0.7996453476246455
2025-04-25,Hà Nội: 556 Nguyễn Văn Cừ,,,0.04616012863167932,0.1293574884490316,,,-0.4131704450586542,,0.8242634766617478
2025-04-25,Hà Nội: Công viên Nhân Chính - Khuất Duy Tiến,,,0.045962409212952096,0.12925315203184157,,,-0.5644449914553157,,0.7830516061526578
2025-04-25,HCM: Khu Liên cơ quan Bộ Tài Nguyên và Môi Trường - số 20 Đ. Lý Chính Thắng,6.237730304890204e-05,4.783713958696909e-05,0.03519420913285784,0.11819860731601914,,0.0003420294195424025,0.917167054663816,,0.3394767113153281
2025-04-25,HCM: Đ. Lê Hữu Kiều - P. Bình Trưng Tây - Quận 2 (Ngã ba Lê Hữu Kiểu và Trương Văn Bang),5.546929713078043e-05,0.00015013443911687747,0.03518801471024039,0.11851083977675114,,0.0003250455194064051,0.8141486780487384,,0.36682774708890103
2025-04-25,Đà Nẵng: Khuôn viên trường ĐH sư phạm Đà Nẵng,4.1103929040227245e-05,-5.9731003829344815e-05,0.042169842569410296,0.128017037684514,,0.000462265955996785,-0.6930064263168395,,0.31906980139819546
2025-04-25,Thái nguyên: Đường Hùng Vương - Tp Thái Nguyên,,,0.04750317729017051,0.12817704833145027,,,-0.7988934237568167,,0.8302911167021966
2025-04-25,Phú Thọ: đường Hùng Vương - Tp Việt Trì,,,,0.12718241703694788,,,0.425073622772948,,0.9122034627848897
2025-04-25,Bắc Giang: Khu liên cơ quan tỉnh Bắc Giang - P. Ngô Quyền - TP. Bắc Giang,,,0.05494962814525627,0.12856105011509505,,,-0.23324778629518608,,0.7665056325426813
2025-04-25,Hà Nam: Công Viên Nam Cao - P.Quang Trung - TP. Phủ Lý,,,,0.12918275457738906,,,-0.32719474508719987,,0.9999615588947605
2025-04-25,Long An: UBND Tp Tân An - 76 Hùng Vương - P.2,4.411885012737127e-05,-8.476887392031289e-05,0.02947405841147978,0.11748118427028478,,0.00020551482976608273,0.8373746121130782,1501.2700186418099,0.349379943401398
2025-04-25,"Bình Dương: số 593 Đại lộ Bình Dương, P. Hiệp Thành",5.4988152720744026e-05,1.882725107247257e-05,0.036160694286105674,0.11847502657637514,,0.0003217820560950088,0.30160966532240885,1613.262003335266,0.09308068991927787
2025-04-25,Quảng Bình: Khu kinh tế Hòn La,,,0.0460774092390039,0.12964649504361442,,,-0.06328301986268348,,0.8581759023909398
2025-04-26,Hà Nội: ĐHBK cổng Parabol đường Giải Phóng,,,0.04991899076765124,0.13216454162331212,,,0.6581834053591434,,0.9040373079223911
2025-04-26,Hà Nội: 556 Nguyễn Văn Cừ,,,,0.13249760931666094,,,0.5318136065039212,,0.9053280266096158
2025-04-26,Hà Nội: Công viên Nhân Chính - Khuất Duy Tiến,,,0.0500375306715264,0.13205241149000654,,,0.6264920619333001,,0.861429019656525
2025-04-26,HCM: Khu Liên cơ quan Bộ Tài Nguyên và Môi Trường - số 20 Đ. Lý Chính Thắng,,,0.03588559720214026,0.1211319103469984,,,-0.11794012476939114,,0.8972021118819602
2025-04-26,HCM: Đ. Lê Hữu Kiều - P. Bình Trưng Tây - Quận 2 (Ngã ba Lê Hữu Kiểu và Trương Văn Bang),,,0.035832463810729284,0.12097977949713885,,0.00026537490242583287,-0.05876882511422543,,0.9205668685385864
2025-04-26,Đà Nẵng: Khuôn viên trường ĐH sư phạm Đà Nẵng,3.541365220323468e-05,1.957957627983325e-05,0.05350190693945957,0.12887647661136684,,0.000249385851939081,-0.5909868372806829,,0.2565245386397062
2025-04-26,Thái nguyên: Đường Hùng Vương - Tp Thái Nguyên,,,,0.129895035044853,,,0.909644810526902,,0.9999999995714187
2025-04-26,Phú Thọ: đường Hùng Vương - Tp Việt Trì,,,,0.13114219278884728,,,0.6415878943861859,,0.9744340448620515
2025-04-26,Bắc Giang: Khu liên cơ quan tỉnh Bắc Giang - P. Ngô Quyền - TP. Bắc Giang,,,,0.13180665670040398,,,0.2636050584452025,,0.9237793183567011
2025-04-26,Hà Nam: Công Viên Nam Cao - P.Quang Trung - TP. Phủ Lý,,,,0.1318659549234279,,,0.6694517895667934,,0.9844230555215542
2025-04-26,Long An: UBND Tp Tân An - 76 Hùng Vương - P.2,3.0617403882812565e-05,-9.627082542681319e-05,0.034834500555558555,0.12076794426166812,,0.00016542548457039121,-0.3608201965745289,,0.6428144210301909
2025-04-26,"Bình Dương: số 593 Đại lộ Bình Dương, P. Hiệp Thành",8.643335273381693e-05,-1.899416375601529e-05,0.03744679145980681,0.12017326194062902,,0.00048801679605167794,-0.18774688709014037,,0.8070288681509744
2025-04-26,Quảng Bình: Khu kinh tế Hòn La,2.8686574124510424e-05,-3.0469697201220384e-05,0.05372625498246569,0.12884777526727034,,0.00026398890662186276,-0.4879430096653162,,0.3128583727033485
2025-04-27,Hà Nội: ĐHBK cổng Parabol đường Giải Phóng,6.0876515804999385e-05,,0.06188675026034169,0.13027090730030635,,0.00027846722469641763,0.9554400176694785,,0.7290922209823617
2025-04-27,Hà Nội: 556 Nguyễn Văn Cừ,6.04460934265857e-05,,0.06132289007474604,0.13043777572108267,,0.0002784672191779291,1.3552631852890553,,0.8893125550154498
2025-04-27,Hà Nội: Công viên Nhân Chính - Khuất Duy Tiến,6.091817096453337e-05,,0.06233196870200251,0.1299188907801942,,0.0002784672249218552,0.8213163379231744,,0.6532571415126543
2025-04-27,HCM: Khu Liên cơ quan Bộ Tài Nguyên và Môi Trường - số 20 Đ. Lý Chính Thắng,5.7489685815898684e-05,-2.1202743115916395e-05,0.03039877625870634,0.12190862801467853,,0.00017718444626557272,0.022432138771515207,,0.211964424969032
2025-04-27,HCM: Đ. Lê Hữu Kiều - P. Bình Trưng Tây - Quận 2 (Ngã ba Lê Hữu Kiểu và Trương Văn Bang),5.0719822198419096e-05,-2.087206838094816e-06,0.03102421945068561,0.12176690724048427,,0.00019917732353429469,-0.19006847963981144,,0.2643232872493173
2025-04-27,Đà Nẵng: Khuôn viên trường ĐH sư phạm Đà Nẵng,,,,0.12668905944652328,,,-0.5004270094445897,,0.5194772849407405
2025-04-27,Thái nguyên: Đường Hùng Vương - Tp Thái Nguyên,,,0.06066848334953653,0.12962076497409214,,,1.092329535917056,,0.9198698355296624
2025-04-27,Phú Thọ: đường Hùng Vương - Tp Việt Trì,,,,0.12940188010681805,,,1.1044156548886126,,0.9482729095229994
2025-04-27,Bắc Giang: Khu liên cơ quan tỉnh Bắc Giang - P. Ngô Quyền - TP. Bắc Giang,,,,0.129909916997611,,,1.317228069126143,2303.3341919826576,0.9493761538848536
2025-04-27,Hà Nam: Công Viên Nam Cao - P.Quang Trung - TP. Phủ Lý,,,,0.13079662154231847,,,1.3483633483702147,,0.9808797450903508
2025-04-27,Long An: UBND Tp Tân An - 76 Hùng Vương - P.2,2.7418793808646966e-05,5.548315683800263e-06,0.03042252526877041,0.12159748780584297,,0.0001860733321576417,-0.43161151757321364,6490.336967938754,0.2230073042484239
2025-04-27,"Bình Dương: số 593 Đại lộ Bình Dương, P. Hiệp Thành",4.208317313477384e-05,-2.1609414456356827e-05,0.031052647136353882,0.12187607129802637,,0.00022788947877430506,-0.07178731122052705,1266.0757103290364,0.06473205816523012
2025-04-27,Quảng Bình: Khu kinh tế Hòn La,3.3341211382578425e-05,4.0935868771284954e-05,0.05403490250439073,0.12864747712311128,,0.00026752864079307773,-0.23086565569886772,,0.4573478614049414
2025-04-28,Hà Nội: ĐHBK cổng Parabol đường Giải Phóng,0.00010510311377431621,,0.06244403932968276,0.12978161146742717,,,-0.8474182262874814,,0.8678115821330727
2025-04-28,Hà Nội: 556 Nguyễn Văn Cừ,,,,0.12980775257424698,,,-0.7307186499679684,,0.9381132261540324
2025-04-28,Hà Nội: Công viên Nhân Chính - Khuất Duy Tiến,0.00010510310977564833,,0.06212989192305111,0.1300373740242578,,,-0.643099911510532,,0.8998964500383941
2025-04-28,HCM: Khu Liên cơ quan Bộ Tài Nguyên và Môi Trường - số 20 Đ. Lý Chính Thắng,8.557605499423415e-05,3.895869207179933e-05,0.03491616651361963,0.12519477822328323,,0.00029500196805293494,-0.999046947757076,1338.2241940703684,0.3109647397851805
2025-04-28,HCM: Đ. Lê Hữu Kiều - P. Bình Trưng Tây - Quận 2 (Ngã ba Lê Hữu Kiểu và Trương Văn Bang),7.778359620511751e-05,1.931275763567891e-05,0.03563559892954452,0.12514975552047156,,0.0002849176535406691,-1.1363708215443558,1090.671828906598,0.31475084978567297
2025-04-28,Đà Nẵng: Khuôn viên trường ĐH sư phạm Đà Nẵng,3.59883649328607e-05,1.562917212933847e-06,0.048262862325152915,0.1281270695680818,,0.00021514723772161838,-0.2654655794795431,2315.01317028215,0.00894976577498627
2025-04-28,Thái nguyên: Đường Hùng Vương - Tp Thái Nguyên,6.297590932067609e-05,1.2297874412230783e-07,,0.12797101001057284,,0.00024802977189799185,-0.8231807594796767,5941.81455900881,0.9837534695382276
2025-04-28,Phú Thọ: đường Hùng Vương - Tp Việt Trì,,,,0.1290092282012738,,,-0.23227207956013202,,0.9999999992166445
2025-04-28,Bắc Giang: Khu liên cơ quan tỉnh Bắc Giang - P. Ngô Quyền - TP. Bắc Giang,5.005801789628201e-05,0.0001764519798964871,,0.1276699360875591,,,-1.140528143717858,,0.92846907925489
2025-04-28,Hà Nam: Công Viên Nam Cao - P.Quang Trung - TP. Phủ Lý,,,,0.13295433313041016,,,0.16620723373277785,,1.0000000016929786
2025-04-28,Long An: UBND Tp Tân An - 76 Hùng Vương - P.2,3.83539343482979e-05,-4.454485341237978e-05,0.034325081403019396,0.1243472187682969,,0.00018937360465589716,-1.166194849543412,,0.22072163703113598
2025-04-28,"Bình Dương: số 593 Đại lộ Bình Dương, P. Hiệp Thành",5.971758090080087e-05,6.223712976903041e-05,0.03481619661422394,0.12576955710764012,,0.0002895071295586702,-1.1238342904742877,2927.316847693636,0.352348234399981
2025-04-28,Quảng Bình: Khu kinh tế Hòn La,,,0.05530910234427323,0.13089570064029427,,,0.6526356466031054,,0.9959361547810563
2025-04-29,Hà Nội: ĐHBK cổng Parabol đường Giải Phóng,,,0.04661666180134229,0.12793121739264218,,,-0.6126061452288829,,0.9999999995034689
2025-04-29,Hà Nội: 556 Nguyễn Văn Cừ,,,,0.12805303625690992,,,-0.45270435181400615,,0.9999999999158339
2025-04-29,Hà Nội: Công viên Nhân Chính - Khuất Duy Tiến,,,,0.12768390046383826,,,-0.6441331588977175,,1.0000000002999367
2025-04-29,HCM: Khu Liên cơ quan Bộ Tài Nguyên và Môi Trường - số 20 Đ. Lý Chính Thắng,,,0.03491522583844961,0.12178041666449153,,,-1.686592205013181,,0.6382759729090469
2025-04-29,HCM: Đ. Lê Hữu Kiều - P. Bình Trưng Tây - Quận 2 (Ngã ba Lê Hữu Kiểu và Trương Văn Bang),,,0.034606484963300904,0.12135815152714412,,,-1.7382273038853873,,0.6839482643895596
2025-04-29,Đà Nẵng: Khuôn viên trường ĐH sư phạm Đà Nẵng,2.8010130844079513e-05,2.065717913873754e-06,0.04304984008446411,0.1287217826833552,,0.00022531845810895947,-0.6155136541528414,554.2260561216654,0.058684274081846406
2025-04-29,Thái nguyên: Đường Hùng Vương - Tp Thái Nguyên,,,,0.12913176831293685,,,-0.6473206668715238,,1.000000001097031
2025-04-29,Phú Thọ: đường Hùng Vương - Tp Việt Trì,,,0.05889722109980004,0.12658392792882117,,,-1.5892372324795927,,0.9456163856901115
2025-04-29,Bắc Giang: Khu liên cơ quan tỉnh Bắc Giang - P. Ngô Quyền - TP. Bắc Giang,,,,0.12956178916390945,,,-0.7593152817518449,,1.0000000001561162
2025-04-29,Hà Nam: Công Viên Nam Cao - P.Quang Trung - TP. Phủ Lý,0.00011162119337544507,7.371057579434148e-05,0.05385081717809674,0.12962362207733666,,0.0002224975718606814,-1.7412676575420445,,0.5501598765970116
2025-04-29,Long An: UBND Tp Tân An - 76 Hùng Vương - P.2,,,0.03259917929289737,0.12128491724616412,,,-1.653004913708729,,0.6121407104413391
2025-04-29,"Bình Dương: số 593 Đại lộ Bình Dương, P. Hiệp Thành",,,0.03588221649540606,0.12276549256713326,,0.00022528233678341142,-1.3798417630232662,,0.647834044086984
2025-04-29,Quảng Bình: Khu kinh tế Hòn La,4.771345839371105e-05,0.00013418781079414322,0.05425154022540969,0.12951912063971133,,0.0001789329146122147,-1.0417249817382095,552.2677506291245,0.27752350726367486
2025-04-30,Hà Nội: ĐHBK cổng Parabol đường Giải Phóng,,,,0.1305951795121312,,,-1.7551942989866998,,0.9511929046615397
2025-04-30,Hà Nội: 556 Nguyễn Văn Cừ,,,,0.13058030718866603,,,-1.9242055412880414,,0.9609799570212657
2025-04-30,Hà Nội: Công viên Nhân Chính - Khuất Duy Tiến,,,,0.1305979951455083,,,-1.692108556409854,,0.9335134236825106
2025-04-30,HCM: Khu Liên cơ quan Bộ Tài Nguyên và Môi Trường - số 20 Đ. Lý Chính Thắng,3.726180578074291e-05,0.00014402218394448334,0.03144986063740971,0.12090464350116797,,0.00024240465715574458,-0.12720685631766965,,0.42453105436579935
2025-04-30,HCM: Đ. Lê Hữu Kiều - P. Bình Trưng Tây - Quận 2 (Ngã ba Lê Hữu Kiểu và Trương Văn Bang),3.5887238015394114e-05,,0.03163035147032343,0.1213342196563905,,0.000213845299241997,-0.4805262354826775,,0.3911564315833408
2025-04-30,Đà Nẵng: Khuôn viên trường ĐH sư phạm Đà Nẵng,2.6603064649959054e-05,-2.374728128012721e-06,0.043290714846215925,0.12911947800421333,,0.0002693241273540886,-0.70212564719906,,0.14526947424910358
2025-04-30,Thái nguyên: Đường Hùng Vương - Tp Thái Nguyên,,,,0.1301000026082471,,,-1.348682393919585,,0.9999999999027936
2025-04-30,Phú Thọ: đường Hùng Vương - Tp Việt Trì,,,,0.12840428609679236,,,-1.3591666805901488,,0.9998849141916216
2025-04-30,Bắc Giang: Khu liên cơ quan tỉnh Bắc Giang - P. Ngô Quyền - TP. Bắc Giang,,,,0.13012889740386635,,,-1.1306638812600147,,1.000000000684026
2025-04-30,Hà Nam: Công Viên Nam Cao - P.Quang Trung - TP. Phủ Lý,,,,0.12951687698626857,,,-1.749033925483096,,0.9991431955279751
2025-04-30,Long An: UBND Tp Tân An - 76 Hùng Vương - P.2,,0.00028926573241661984,,0.12013489399671713,,0.00023156541885910667,0.08976433150898303,,0.5280666369734285
2025-04-30,"Bình Dương: số 593 Đại lộ Bình Dương, P. Hiệp Thành",2.1194040166350044e-05,-7.543069305649719e-05,0.029462391390317574,0.12148960343074154,,0.000291587687232534,0.008353558548810185,,0.2980432913976832
2025-04-30,Quảng Bình: Khu kinh tế Hòn La,1.710508481357154e-05,5.119762859482749e-05,0.04879339551501047,0.12849967208683294,,0.00016600805965482688,-0.8549161057853688,,0.09817631382843436
2025-05-01,Hà Nội: ĐHBK cổng Parabol đường Giải Phóng,2.5687148455170564e-05,-8.156976337442778e-05,0.0420309509001761,0.1291278870763129,,0.00014049734289606135,-0.592106343581295,3033.1316015437337,0.2017061759163222
2025-05-01,Hà Nội: 556 Nguyễn Văn Cừ,2.5075515748064705e-05,-9.401046095311416e-05,0.04412326465463287,0.12983002624181966,,0.00014605310591641495,-0.5826380019413361,3033.1316106701843,0.14170802944118935
2025-05-01,Hà Nội: Công viên Nhân Chính - Khuất Duy Tiến,2.3907570239999138e-05,-8.434156395494737e-05,0.04137702129283239,0.12884818307450344,,0.00014312631974441924,-0.5976083630680625,3033.1315958863515,0.25028643478037405
2025-05-01,HCM: Khu Liên cơ quan Bộ Tài Nguyên và Môi Trường - số 20 Đ. Lý Chính Thắng,,,0.034364070650224364,0.11673551704820617,,,0.143194998365968,,0.9250969879366906
2025-05-01,HCM: Đ. Lê Hữu Kiều - P. Bình Trưng Tây - Quận 2 (Ngã ba Lê Hữu Kiểu và Trương Văn Bang),,,0.03436407072898175,0.11687535482317145,,,0.015468461499231988,,0.9088647359878981
