Station,Hour,PM2.5,PM10,CO,NO2,O3,SO2,Temperature,Humidity,Pressure,Wind Speed
Hà Nội: 556 Nguyễn Văn Cừ (KK),0,0.9954030869638343,0.9324401231456333,-0.23626996616250695,-0.13413594903921486,-0.15273057281647917,-0.2858907853542574,-0.05806467811863738,0.4138161661128014,0.08795790445308153,-0.11917095957634118
Hà Nội: 556 Nguyễn Văn Cừ (KK),1,0.9966943082042735,0.9458911667142689,0.09382217620972637,0.10199478871513198,-0.18592492256819457,-0.328784356738544,-0.1500863357912027,0.4438505276232379,0.21348095219250177,-0.22246413639142676
Hà Nội: 556 Nguyễn Văn Cừ (KK),2,0.9996859218410941,0.9498734808233095,0.2934978320823304,-0.37535979816323806,-0.17489574988105008,-0.16164316689788288,-0.1532647849300428,0.3734915000361861,0.2349284620381075,-0.28926044923665967
Hà Nội: 556 Nguyễn Văn Cừ (KK),3,0.999930614878219,0.963491192793229,0.4064122511308671,-0.3762646186030628,-0.2279634034010964,-0.15159427615437998,-0.1838573938220077,0.29790329022299866,0.2662219218346703,-0.4019726446296748
Hà Nội: 556 Nguyễn Văn Cừ (KK),4,0.9986383035511007,0.9668879156486097,0.35246552252603386,-0.17225247275147476,-0.2697344058025999,-0.26836583395860686,-0.17395804071909934,0.36632233895924676,0.26377224613200156,-0.4598781268370605
Hà Nội: 556 Nguyễn Văn Cừ (KK),5,0.9976170050231757,0.9704198712073018,0.2136791320714135,0.047017287333007675,-0.35148187765872085,-0.41492278165275326,-0.22309049828172056,0.2981324132632094,0.299748347186163,-0.33732053771988824
Hà Nội: 556 Nguyễn Văn Cừ (KK),6,0.9972797165392558,0.9690378368277697,0.18694042050912069,0.16158369274475556,-0.4052864350185368,-0.42932832681057304,-0.35698488335307926,0.2631596713489136,0.3028814370407744,-0.15572970872967404
Hà Nội: 556 Nguyễn Văn Cừ (KK),7,1.0,0.9999999999999999,1.0,,-1.0000000000000002,-0.9999999999999999,-1.0,-1.0,-1.0,-0.9999999999999998
Hà Nội: 556 Nguyễn Văn Cừ (KK),8,0.99873962823235,0.9686561787354615,-0.04875647065232678,-0.007416205717393896,-0.23131685089176027,-0.4521448675273899,0.00584544712360979,-0.17740208836264088,0.021455851194274064,-0.046606599648282634
Hà Nội: 556 Nguyễn Văn Cừ (KK),9,0.9999169115620414,0.9590824661228287,0.5623198528821785,-1.0000000000000002,0.15977164099653657,0.6734945072661687,-0.46831592758299706,0.6219998857608773,-0.4530353182944806,0.48701364926384755
Hà Nội: 556 Nguyễn Văn Cừ (KK),10,0.9999310013699751,0.951714770490897,0.24588821120243515,0.3693902463422492,-0.28602478305149936,-0.417480281275696,0.006522922103054787,-0.20552362577321967,0.011967193264826563,-0.1514683691171853
Hà Nội: 556 Nguyễn Văn Cừ (KK),11,0.9997310717677802,0.9415847702807079,0.34043222399745865,0.6906564322106551,-0.11073928912695548,-0.4041087867965011,-0.10808705926430863,-0.02971342168954689,0.1176138969697329,-0.3091199801899467
Hà Nội: 556 Nguyễn Văn Cừ (KK),12,0.9971853767322078,0.9458351953010002,0.09106629574811473,0.8216003485821188,-0.006424626740070633,-0.49454760101934103,0.0940694007855568,-0.11491845430241945,0.033557792491902126,-0.14011245364015681
Hà Nội: 556 Nguyễn Văn Cừ (KK),13,0.9999087207438115,0.9355460730908028,0.07345186919932395,0.6865937629103066,-0.011652971212291486,-0.48790554159407495,0.20230521269530105,-0.12282513098981591,0.004372045116016786,-0.16193985627745913
Hà Nội: 556 Nguyễn Văn Cừ (KK),14,0.9992646678647038,0.9644101980710208,0.18507024495478153,0.7092053578014069,-0.08991564247226774,-0.5666039760052723,0.17561355834118197,-0.19645569951650552,0.04506923892495978,-0.3035542589624235
Hà Nội: 556 Nguyễn Văn Cừ (KK),15,0.9997553980068232,0.9494398950694287,0.1627380304646389,0.6772205732314319,-0.2008363991360173,-0.6310122174214478,0.13293297355385714,-0.20426642503270934,0.014685450095066407,0.06730207798703879
Hà Nội: 556 Nguyễn Văn Cừ (KK),16,0.9999150504383878,0.9564618596132136,0.2643348609120928,0.36796177454289514,-0.27820158869662276,-0.6128748710119633,0.030728704660882823,-0.20154756479135646,-0.011392186728300363,0.560089286165416
Hà Nội: 556 Nguyễn Văn Cừ (KK),17,0.9998132189671037,0.9574977222185727,0.3469823746322251,0.2851755708952057,-0.3664769332699042,-0.6006368264125451,0.007235080076590547,-0.20271330930610434,0.06996606969605759,0.6028322983540272
Hà Nội: 556 Nguyễn Văn Cừ (KK),18,0.9401728714997296,0.9214742030462133,0.2124776066977696,-0.01235612056054188,-0.040933518737864,-0.3594900080780793,-0.11549070560919969,-0.07108879505508114,0.20800277905361564,0.54424303428514
Hà Nội: 556 Nguyễn Văn Cừ (KK),19,0.9744663980636232,0.9562739351032298,0.04276730657684043,0.12946951645116364,-0.03821197645308691,-0.4058295079474918,-0.27723874752147537,0.1925338458887833,0.44201877521052446,0.5348596432838261
Hà Nội: 556 Nguyễn Văn Cừ (KK),20,0.9964580537378523,0.9738282200989702,-0.12136571527669889,0.19552518247871595,-0.20087791725420823,-0.35402721520523966,-0.5322223242561183,0.3475256066489897,0.534357353068645,0.6250348284594271
